track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
54,rap,trap,0.869,0.666,8,-5.098,1,0.328,0.0387,0.0,0.356,0.388,140.018,121895
28,rap,southern hip hop,0.513,0.756,2,-5.449,0,0.0372,0.305,0.0,0.0481,0.511,177.678,222173
39,edm,big room,0.539,0.805,10,-4.402,0,0.0332,0.0158,0.0,0.169,0.455,128.036,200394
9,edm,big room,0.606,0.805,0,-5.316,1,0.0378,0.0278,0.0,0.111,0.588,126.0,157143
58,edm,electro house,0.575,0.969,1,-6.741,0,0.0425,0.0105,0.683,0.118,0.0368,122.998,244146
63,edm,big room,0.6,0.982,11,-3.921,1,0.0337,0.00349,0.48,0.124,0.212,127.994,201314
66,pop,indie poptimism,0.549,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,187173
76,r&b,neo soul,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,130876
75,latin,latin pop,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067
82,latin,latin hip hop,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573
70,latin,latin hip hop,0.789,0.427,5,-9.918,0,0.308,0.0649,3.62e-05,0.171,0.605,97.032,215227
67,pop,post-teen pop,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800
82,latin,latin pop,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573
33,pop,indie poptimism,0.61,0.732,2,-9.529,1,0.0496,0.176,0.000131,0.124,0.807,153.97,205579
51,r&b,neo soul,0.549,0.792,3,-6.279,1,0.226,0.452,0.0,0.0954,0.563,134.824,210909
32,pop,indie poptimism,0.688,0.502,7,-9.477,1,0.0299,0.479,0.000622,0.123,0.618,127.96,217845
39,pop,dance pop,0.545,0.626,5,-7.792,0,0.0377,0.235,0.000504,0.0974,0.571,92.021,165921
32,rock,hard rock,0.474,0.878,7,-3.437,1,0.0845,0.000261,0.0114,0.112,0.501,150.03,221033
1,rock,classic rock,0.623,0.908,0,-4.111,1,0.0317,0.0059,0.0,0.0879,0.745,129.028,177299
1,edm,big room,0.748,0.967,1,-3.592,1,0.427,0.0357,0.528,0.634,0.282,129.984,145310
2,rap,trap,0.561,0.728,6,-5.381,0,0.0408,0.00965,0.00162,0.0917,0.253,150.048,215040
31,rap,southern hip hop,0.662,0.829,10,-6.327,1,0.269,0.0271,0.0,0.097,0.538,170.062,209236
67,pop,indie poptimism,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800
75,r&b,hip pop,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067
58,pop,dance pop,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189040
60,r&b,hip pop,0.869,0.479,1,-9.695,1,0.128,0.0374,0.0168,0.0641,0.388,91.757,162496
7,rap,hip hop,0.869,0.479,1,-9.695,1,0.128,0.0374,0.0168,0.0641,0.388,91.757,162496
12,edm,big room,0.668,0.936,11,-5.217,1,0.0575,0.00175,0.164,0.367,0.331,125.987,158095
62,pop,post-teen pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
78,pop,post-teen pop,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670
56,pop,indie poptimism,0.446,0.456,6,-7.338,1,0.054,0.595,0.0,0.0752,0.27,145.056,235053
62,rap,trap,0.957,0.664,9,-10.458,0,0.283,0.295,2.41e-06,0.217,0.805,126.986,160630
23,pop,dance pop,0.585,0.895,11,-3.836,0,0.123,0.00147,0.547,0.0425,0.438,125.045,196171
70,r&b,hip pop,0.789,0.427,5,-9.918,0,0.308,0.0649,3.62e-05,0.171,0.605,97.032,215227
20,edm,big room,0.641,0.935,10,-4.277,0,0.0612,0.0272,0.00432,0.117,0.307,127.969,173906
8,edm,big room,0.521,0.902,11,-4.56,0,0.0624,0.0153,1.06e-05,0.649,0.136,112.522,167200
1,rock,hard rock,0.623,0.908,0,-4.111,1,0.0317,0.0059,0.0,0.0879,0.745,129.028,177299
43,edm,electro house,0.797,0.9,5,-5.39,0,0.278,0.077,4.36e-05,0.118,0.944,124.077,182419
82,r&b,hip pop,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573
72,edm,pop edm,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052
79,edm,progressive electro house,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052
80,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
40,pop,indie poptimism,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067
23,pop,electropop,0.238,0.656,5,-7.493,0,0.0364,5.98e-05,0.0,0.112,0.51,74.994,220275
64,pop,dance pop,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
58,latin,latin pop,0.687,0.673,1,-4.078,0,0.0771,0.449,0.0,0.0746,0.551,87.932,166156
28,rap,southern hip hop,0.734,0.527,9,-7.05,1,0.102,0.0155,0.0,0.141,0.338,82.978,167579
65,r&b,hip pop,0.711,0.567,5,-7.0,1,0.0798,0.343,0.0,0.161,0.718,119.99,181301
29,rap,southern hip hop,0.647,0.647,5,-6.549,1,0.131,0.379,0.0,0.103,0.437,168.317,188248
65,rap,hip hop,0.53,0.828,7,-6.017,0,0.134,0.215,0.0,0.135,0.471,189.995,275401
28,rap,gangster rap,0.882,0.567,8,-7.685,0,0.196,0.335,0.0,0.105,0.746,85.049,134091
38,edm,big room,0.309,0.97,11,-4.073,1,0.101,0.000125,0.507,0.394,0.0339,100.384,171304
35,latin,latin pop,0.651,0.779,0,-3.782,1,0.0344,0.133,0.0,0.0838,0.428,139.93,229878
67,latin,tropical,0.669,0.871,7,-3.681,1,0.0671,0.0748,0.0,0.347,0.882,75.014,185415
35,edm,electro house,0.826,0.715,4,-7.152,0,0.0994,0.00327,0.523,0.0722,0.478,123.987,280271
66,rap,trap,0.812,0.633,8,-6.629,1,0.107,0.153,0.0,0.122,0.616,150.009,179204
35,edm,big room,0.651,0.779,0,-3.782,1,0.0344,0.133,0.0,0.0838,0.428,139.93,229878
52,rap,trap,0.869,0.427,1,-9.774,0,0.178,0.635,0.0,0.0983,0.515,139.978,219906
60,rap,hip hop,0.866,0.594,0,-6.723,1,0.228,0.236,0.0,0.131,0.965,80.004,198761
6,latin,latin hip hop,0.685,0.731,5,-4.428,0,0.0933,0.0232,0.000744,0.174,0.581,98.098,161013
70,latin,latin pop,0.946,0.723,9,-3.692,1,0.114,0.0778,0.0,0.0608,0.349,102.956,160877
22,pop,dance pop,0.818,0.817,8,-3.491,0,0.182,0.0952,0.0,0.06,0.81,106.94,159214
70,latin,latin hip hop,0.946,0.723,9,-3.692,1,0.114,0.0778,0.0,0.0608,0.349,102.956,160877
49,edm,electro house,0.86,0.615,4,-7.036,0,0.249,0.316,0.237,0.0701,0.435,121.986,331500
47,edm,electro house,0.778,0.504,9,-10.878,1,0.0468,0.128,0.902,0.0879,0.134,122.957,443455
46,rap,trap,0.578,0.882,2,-0.765,0,0.14,0.202,0.718,0.0676,0.178,160.301,124508
72,r&b,neo soul,0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,284040
51,edm,pop edm,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
54,rap,trap,0.457,0.987,9,-4.488,1,0.112,0.00614,0.971,0.0617,0.398,137.03,138394
51,pop,indie poptimism,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
81,pop,dance pop,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
39,rap,trap,0.755,0.871,1,-3.61,1,0.333,0.0617,0.0,0.17,0.318,139.937,192022
16,pop,indie poptimism,0.658,0.588,11,-13.721,0,0.0376,0.00832,0.0013,0.206,0.533,109.994,215556
23,edm,pop edm,0.712,0.518,5,-13.375,1,0.0534,0.0122,0.00677,0.097,0.826,104.986,201714
17,pop,indie poptimism,0.88,0.688,0,-5.067,1,0.067,0.0986,9.31e-06,0.0477,0.81,104.027,206184
65,latin,reggaeton,0.764,0.603,0,-6.951,1,0.328,0.0538,0.0,0.097,0.427,142.465,154933
33,latin,tropical,0.644,0.868,11,-8.238,0,0.0546,0.103,0.00277,0.664,0.79,113.989,186481
66,edm,electro house,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,183934
48,latin,tropical,0.711,0.689,4,-6.435,0,0.0581,0.107,0.000358,0.0768,0.611,114.975,178565
70,pop,dance pop,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,176616
41,r&b,hip pop,0.774,0.66,8,-7.478,0,0.216,0.265,8.62e-06,0.117,0.508,145.051,145655
54,latin,latin pop,0.603,0.472,2,-6.005,0,0.0248,0.582,0.0269,0.107,0.379,88.043,227867
70,edm,big room,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,176616
51,pop,post-teen pop,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
66,edm,big room,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,183934
55,r&b,urban contemporary,0.494,0.471,7,-5.36,0,0.0704,0.42,0.0,0.0907,0.545,101.637,214278
44,latin,tropical,0.76,0.765,11,-4.699,0,0.095,0.322,8.6e-06,0.098,0.603,104.047,174194
62,pop,dance pop,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893
54,latin,tropical,0.733,0.754,7,-6.877,0,0.0919,0.0403,0.457,0.144,0.646,120.022,212727
32,edm,pop edm,0.565,0.606,1,-6.246,1,0.0703,0.566,1.26e-06,0.0442,0.626,83.571,165733
48,edm,big room,0.556,0.958,3,-3.3,0,0.0332,0.00388,0.00276,0.0975,0.241,126.072,165785
39,edm,electro house,0.546,0.657,4,-7.48,0,0.0376,0.132,0.671,0.124,0.0935,87.996,241706
74,r&b,urban contemporary,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,243267
44,edm,pop edm,0.662,0.587,1,-6.083,1,0.0347,0.128,0.0,0.143,0.405,99.993,184413
51,pop,dance pop,0.766,0.76,10,-3.812,1,0.0875,0.251,1.67e-05,0.213,0.497,110.05,187636
79,latin,latin hip hop,0.703,0.776,7,-3.075,1,0.2,0.0746,0.0,0.123,0.483,182.136,215087
36,latin,tropical,0.853,0.73,5,-6.326,0,0.046,0.396,6.78e-05,0.107,0.921,93.993,173992
40,edm,big room,0.837,0.776,6,-6.505,1,0.0617,0.0415,4.27e-06,0.236,0.466,121.99,178121
65,pop,dance pop,0.764,0.603,0,-6.951,1,0.328,0.0538,0.0,0.097,0.427,142.465,154933
37,pop,indie poptimism,0.724,0.497,4,-6.397,1,0.104,0.0544,0.0,0.212,0.576,154.859,224613
32,r&b,hip pop,0.803,0.491,2,-10.109,1,0.141,0.197,0.0,0.119,0.339,139.987,233143
38,latin,tropical,0.635,0.454,10,-12.242,1,0.039,0.797,0.871,0.111,0.38,111.345,224452
66,pop,dance pop,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,183934
79,latin,reggaeton,0.703,0.776,7,-3.075,1,0.2,0.0746,0.0,0.123,0.483,182.136,215087
50,latin,tropical,0.715,0.802,6,-5.002,1,0.0298,0.0816,0.0,0.108,0.379,113.986,166299
44,rock,hard rock,0.72,0.748,8,-8.287,1,0.0431,8.83e-05,0.00874,0.0699,0.434,129.974,201769
47,rap,hip hop,0.722,0.735,2,-8.079,1,0.0953,0.0533,0.0253,0.0987,0.198,128.941,169958
51,rap,hip hop,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
63,rap,trap,0.888,0.613,8,-4.969,0,0.187,0.333,1.07e-06,0.158,0.57,127.062,178583
79,latin,latin pop,0.703,0.776,7,-3.075,1,0.2,0.0746,0.0,0.123,0.483,182.136,215087
36,latin,tropical,0.684,0.652,11,-8.761,1,0.0508,0.364,0.00196,0.089,0.628,149.981,195200
35,pop,dance pop,0.648,0.945,10,-5.733,0,0.0654,0.00143,0.422,0.0449,0.409,124.978,302510
41,rock,hard rock,0.522,0.974,6,-3.378,0,0.285,0.000505,4.71e-05,0.145,0.171,131.993,166688
12,edm,big room,0.637,0.981,1,-2.13,0,0.068,0.00353,0.701,0.188,0.0633,126.055,149152
58,rap,trap,0.752,0.64,6,-7.286,0,0.113,0.294,0.0,0.126,0.529,116.923,217737
55,rap,hip hop,0.579,0.13,11,-16.266,0,0.0973,0.447,0.928,0.09,0.59,76.006,82895
40,latin,latin hip hop,0.704,0.553,0,-4.802,0,0.389,0.43,0.0,0.12,0.644,183.712,222240
20,pop,electropop,0.865,0.726,0,-12.501,1,0.0918,0.0223,0.945,0.0515,0.108,122.008,384599
25,latin,tropical,0.751,0.253,0,-13.727,1,0.144,0.832,2.67e-06,0.0968,0.431,138.019,180521
61,latin,tropical,0.731,0.828,5,-3.652,0,0.0914,0.0153,0.0,0.406,0.704,101.071,175293
16,edm,big room,0.716,0.976,11,-3.464,0,0.17,0.0433,0.0373,0.381,0.427,128.001,163125
51,latin,tropical,0.766,0.76,10,-3.812,1,0.0875,0.251,1.67e-05,0.213,0.497,110.05,187636
66,r&b,urban contemporary,0.64,0.57,6,-7.581,1,0.333,0.0313,0.0,0.0697,0.389,180.295,205333
51,rap,trap,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
61,latin,latin hip hop,0.731,0.828,5,-3.652,0,0.0914,0.0153,0.0,0.406,0.704,101.071,175293
68,latin,latin hip hop,0.593,0.787,11,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,204064
81,latin,latin hip hop,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
54,edm,big room,0.645,0.86,6,-6.419,0,0.0866,0.0029,0.786,0.0696,0.622,140.012,294857
64,r&b,urban contemporary,0.867,0.658,1,-6.994,1,0.263,0.118,0.0,0.105,0.607,89.971,245333
35,pop,electropop,0.851,0.721,0,-6.678,0,0.13,0.0598,2.89e-05,0.134,0.613,126.038,185729
11,edm,big room,0.713,0.975,10,-3.538,0,0.168,0.105,0.00124,0.628,0.415,124.977,203530
56,rap,hip hop,0.706,0.408,10,-8.366,0,0.0719,0.859,0.922,0.106,0.587,87.991,136364
40,latin,tropical,0.837,0.776,6,-6.505,1,0.0617,0.0415,4.27e-06,0.236,0.466,121.99,178121
81,edm,pop edm,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
81,latin,tropical,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
16,edm,electro house,0.588,0.83,5,-6.188,0,0.0521,0.0074,0.0,0.146,0.585,124.953,192000
61,latin,latin pop,0.731,0.828,5,-3.652,0,0.0914,0.0153,0.0,0.406,0.704,101.071,175293
40,rock,hard rock,0.542,0.935,1,-6.435,1,0.0438,0.0116,0.0,0.206,0.468,105.022,228600
70,edm,pop edm,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,176616
0,r&b,neo soul,0.638,0.666,2,-5.238,1,0.248,0.308,6.97e-06,0.202,0.465,99.178,154667
48,latin,latin pop,0.875,0.738,7,-6.172,1,0.175,0.0215,0.023,0.112,0.21,104.953,141587
39,edm,electro house,0.802,0.929,1,-2.759,1,0.0659,0.00178,0.575,0.0845,0.484,125.036,215931
81,latin,latin pop,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
50,r&b,hip pop,0.739,0.708,5,-6.761,0,0.059,0.0769,4.74e-06,0.241,0.216,97.975,199460
33,rap,gangster rap,0.77,0.829,8,-4.529,1,0.282,0.104,0.0,0.169,0.797,160.141,192157
20,rock,permanent wave,0.598,0.568,6,-7.312,0,0.0274,0.0113,4.9e-06,0.34,0.16,127.797,181931
40,pop,post-teen pop,0.871,0.443,4,-9.471,1,0.25,0.687,0.000765,0.0985,0.779,127.974,202500
29,pop,electropop,0.702,0.754,9,-5.458,0,0.0513,0.00506,0.844,0.082,0.387,124.011,373427
51,r&b,urban contemporary,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
45,r&b,hip pop,0.67,0.562,7,-6.036,0,0.035,0.596,0.0,0.0726,0.446,85.887,262587
53,latin,latin pop,0.535,0.724,2,-5.13,1,0.0419,0.0384,0.0,0.187,0.333,103.219,225290
34,latin,latin pop,0.441,0.884,9,-5.468,0,0.139,0.0411,0.0,0.837,0.734,173.903,208227
49,r&b,urban contemporary,0.694,0.591,2,-6.873,1,0.109,0.0102,0.00017,0.161,0.0655,140.012,281152
38,rap,trap,0.643,0.859,2,-6.403,1,0.0533,0.052,0.806,0.0706,0.0381,139.949,176536
66,pop,dance pop,0.615,0.904,9,-3.955,0,0.221,0.0881,0.0,0.117,0.692,130.047,203493
66,edm,electro house,0.603,0.921,8,-3.693,0,0.391,0.018,9.2e-05,0.183,0.675,120.201,198533
27,latin,latin pop,0.686,0.825,6,-6.602,0,0.195,0.0418,0.0,0.873,0.361,136.014,261429
30,pop,indie poptimism,0.621,0.769,0,-3.91,1,0.0353,0.109,0.0,0.133,0.566,130.05,229569
42,rap,hip hop,0.854,0.87,9,-4.57,0,0.246,0.095,0.0,0.283,0.638,136.076,235097
34,edm,big room,0.694,0.991,7,-3.045,1,0.129,0.00125,0.914,0.116,0.613,129.964,140322
66,edm,pop edm,0.603,0.921,8,-3.693,0,0.391,0.018,9.2e-05,0.183,0.675,120.201,198533
6,rock,permanent wave,0.738,0.363,10,-13.783,0,0.0409,0.143,0.158,0.147,0.472,130.042,144960
76,edm,pop edm,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,219742
74,rap,trap,0.825,0.655,5,-8.475,0,0.255,0.436,0.0,0.138,0.8,145.045,178759
46,rock,hard rock,0.631,0.781,0,-5.193,1,0.0391,0.000373,1.6e-06,0.111,0.698,90.032,176760
26,pop,post-teen pop,0.859,0.557,7,-5.907,0,0.053,0.289,8.13e-05,0.12,0.56,121.977,142859
7,rock,hard rock,0.497,0.951,4,-3.227,1,0.0831,0.000279,0.15,0.255,0.347,75.007,289533
70,rap,trap,0.718,0.776,8,-5.418,1,0.24,0.112,0.00243,0.144,0.41,91.158,145085
40,rock,permanent wave,0.406,0.931,2,-5.392,1,0.046,0.0565,3.05e-06,0.456,0.579,180.054,221457
72,edm,electro house,0.553,0.954,7,-2.883,1,0.0575,0.00377,0.0429,0.408,0.236,125.89,170476
60,pop,dance pop,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935
72,edm,pop edm,0.553,0.954,7,-2.883,1,0.0575,0.00377,0.0429,0.408,0.236,125.89,170476
59,rap,trap,0.736,0.699,10,-4.216,0,0.0399,0.0924,0.0,0.124,0.416,135.924,202059
27,r&b,urban contemporary,0.545,0.329,0,-6.083,0,0.0275,0.412,0.0,0.225,0.627,150.795,248712
56,r&b,urban contemporary,0.769,0.304,1,-5.87,1,0.366,0.485,0.0,0.0779,0.487,81.008,204455
60,rap,hip hop,0.834,0.456,0,-11.683,1,0.369,0.365,0.0,0.132,0.704,97.655,213677
66,pop,dance pop,0.515,0.873,10,-3.062,1,0.0389,0.00104,0.0,0.104,0.434,134.042,220930
53,rap,hip hop,0.696,0.759,0,-8.851,1,0.158,0.0862,0.00062,0.141,0.895,120.034,194000
37,latin,latin pop,0.73,0.536,7,-4.997,0,0.0607,0.237,0.000193,0.319,0.778,80.98,195556
10,rock,hard rock,0.358,0.612,6,-12.667,1,0.0399,9.74e-06,0.21,0.135,0.234,118.647,218900
74,latin,reggaeton,0.741,0.94,1,-2.068,1,0.101,0.169,0.0,0.0542,0.702,93.994,181433
77,latin,reggaeton,0.714,0.528,0,-5.219,1,0.0381,0.698,0.0,0.12,0.538,91.952,200594
48,pop,indie poptimism,0.693,0.572,8,-8.89,1,0.0746,0.127,0.953,0.102,0.732,130.048,160659
65,rock,permanent wave,0.639,0.86,2,-5.074,0,0.0308,0.115,0.176,0.0983,0.0532,110.997,223320
41,rap,hip hop,0.697,0.685,7,-7.005,1,0.0712,0.14,0.0,0.0824,0.808,94.06,122853
60,r&b,urban contemporary,0.733,0.824,6,-4.341,1,0.289,0.592,0.00042,0.217,0.913,83.812,241213
59,pop,dance pop,0.652,0.837,1,-3.104,0,0.0723,0.0976,0.0,0.0844,0.562,108.042,190903
25,latin,tropical,0.808,0.645,8,-8.2,1,0.0512,0.0684,0.53,0.377,0.89,140.023,144019
67,rap,trap,0.44,0.454,0,-9.268,1,0.128,0.457,0.0,0.0895,0.21,86.488,199385
37,rock,hard rock,0.312,0.832,1,-4.244,0,0.0673,0.000256,0.00191,0.177,0.199,75.707,241680
74,pop,dance pop,0.741,0.94,1,-2.068,1,0.101,0.169,0.0,0.0542,0.702,93.994,181433
52,latin,tropical,0.801,0.549,8,-7.149,1,0.0436,0.209,0.00013,0.119,0.659,98.038,185510
43,rap,gangster rap,0.863,0.53,1,-9.846,1,0.39,0.0611,0.0,0.0805,0.599,159.948,160500
62,pop,dance pop,0.735,0.744,0,-3.757,1,0.141,0.0203,2.08e-05,0.0941,0.622,94.075,209362
47,rap,trap,0.453,0.616,4,-9.329,0,0.0456,0.0304,0.000105,0.172,0.0397,139.987,227493
62,latin,latin pop,0.735,0.744,0,-3.757,1,0.141,0.0203,2.08e-05,0.0941,0.622,94.075,209362
80,rap,hip hop,0.544,0.53,9,-6.168,0,0.428,0.345,0.0,0.0981,0.184,90.093,179813
48,latin,reggaeton,0.835,0.818,0,-5.439,1,0.461,0.0882,0.0,0.0452,0.437,100.102,130764
63,edm,pop edm,0.805,0.877,1,-2.978,0,0.0449,0.265,0.0,0.281,0.802,126.941,189866
29,edm,electro house,0.786,0.964,7,-4.561,1,0.123,0.00399,0.793,0.128,0.466,125.988,156190
55,rap,gangster rap,0.851,0.824,6,-11.866,0,0.291,0.326,0.0,0.231,0.649,139.945,83128
77,rap,hip hop,0.754,0.68,0,-6.331,0,0.224,0.345,0.0,0.153,0.499,118.008,171356
80,rap,hip hop,0.606,0.715,11,-5.608,1,0.173,0.294,0.000133,0.124,0.393,174.049,200493
53,r&b,urban contemporary,0.659,0.69,0,-8.315,0,0.0617,0.179,1.99e-05,0.208,0.646,159.989,196749
46,latin,latin pop,0.774,0.71,0,-4.696,1,0.0329,0.226,2.43e-06,0.145,0.563,93.022,180338
43,rap,trap,0.759,0.51,1,-10.656,0,0.238,0.146,0.0,0.126,0.496,145.024,282000
53,rap,hip hop,0.754,0.769,10,-5.138,0,0.406,0.248,0.0,0.262,0.696,176.002,180190
43,pop,dance pop,0.774,0.828,5,-1.869,0,0.198,0.719,1.65e-06,0.122,0.583,125.299,155520
53,rock,hard rock,0.479,0.992,0,-3.323,1,0.0597,0.00192,0.0,0.343,0.362,154.967,195009
50,rap,hip hop,0.658,0.636,11,-7.317,1,0.0669,0.215,0.0,0.0974,0.47,103.055,163799
68,rap,trap,0.799,0.603,8,-8.068,1,0.506,0.0898,0.0,0.214,0.624,75.989,164211
84,edm,pop edm,0.793,0.937,8,-2.44,0,0.0336,0.366,4.27e-06,0.962,0.827,134.012,237517
76,rap,trap,0.823,0.678,1,-6.664,1,0.56,0.153,0.0,0.218,0.706,160.133,148500
43,latin,reggaeton,0.773,0.834,3,-6.352,0,0.0969,0.312,5.82e-05,0.336,0.737,89.975,192145
71,edm,pop edm,0.595,0.549,0,-7.733,1,0.104,0.132,1.45e-05,0.0873,0.165,134.493,172559
81,pop,dance pop,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571
40,rap,trap,0.665,0.986,1,-2.252,0,0.289,0.175,0.0731,0.155,0.504,160.01,202500
81,r&b,hip pop,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571
81,rap,southern hip hop,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571
74,latin,latin pop,0.575,0.793,0,-3.669,1,0.0639,0.134,0.0,0.123,0.262,95.845,221133
34,rap,trap,0.82,0.527,11,-9.517,0,0.252,0.139,0.0,0.0904,0.797,115.07,144011
29,rap,hip hop,0.788,0.757,0,-4.584,1,0.116,0.0306,0.0,0.133,0.505,82.699,156405
13,r&b,hip pop,0.856,0.516,0,-9.487,1,0.0799,0.527,0.0,0.0671,0.59,139.984,186000
44,rap,hip hop,0.796,0.742,6,-3.424,0,0.174,0.171,0.0,0.0516,0.804,175.913,172112
19,pop,electropop,0.301,0.906,4,-4.854,1,0.0757,0.347,0.663,0.597,0.361,150.109,184756
38,latin,tropical,0.87,0.574,1,-5.787,0,0.0665,0.0509,8.62e-06,0.105,0.679,120.027,198933
50,rap,hip hop,0.904,0.745,1,-3.602,1,0.0474,0.509,2.43e-06,0.185,0.877,96.019,184862
72,pop,dance pop,0.565,0.903,7,-1.918,1,0.05,0.0746,0.0,0.359,0.538,97.967,219760
15,edm,progressive electro house,0.739,0.68,0,-7.823,1,0.0401,0.00836,0.887,0.0831,0.167,121.006,515703
29,edm,electro house,0.83,0.881,7,-4.628,1,0.105,0.0289,0.823,0.356,0.685,125.992,165714
43,r&b,hip pop,0.558,0.528,7,-6.356,1,0.0356,0.836,0.0,0.118,0.58,79.397,143931
42,pop,dance pop,0.452,0.42,1,-12.457,1,0.151,0.0744,0.0,0.194,0.503,92.574,179500
31,edm,electro house,0.619,0.963,0,-1.891,1,0.203,0.0644,0.549,0.0949,0.202,134.95,248889
45,pop,dance pop,0.822,0.591,9,-6.615,0,0.0515,0.0133,0.147,0.114,0.384,124.015,189147
51,rap,gangster rap,0.788,0.747,4,-4.455,0,0.222,0.0198,0.0,0.386,0.622,164.96,102867
1,r&b,urban contemporary,0.678,0.368,1,-7.842,1,0.196,0.453,8.99e-05,0.0716,0.551,70.958,331280
37,r&b,neo soul,0.639,0.316,8,-10.558,0,0.0454,0.184,0.000151,0.0903,0.193,85.063,180456
45,r&b,hip pop,0.822,0.591,9,-6.615,0,0.0515,0.0133,0.147,0.114,0.384,124.015,189147
14,r&b,hip pop,0.69,0.581,3,-9.832,0,0.0466,0.0404,0.0,0.111,0.372,94.904,195476
0,edm,progressive electro house,0.389,0.864,4,-2.032,1,0.0518,0.0887,0.0,0.705,0.441,121.323,197857
66,r&b,hip pop,0.659,0.588,0,-5.682,1,0.063,0.632,0.0,0.124,0.297,135.884,219939
61,r&b,hip pop,0.518,0.822,1,-4.546,1,0.0645,0.3,0.0,0.067,0.314,127.793,215156
59,r&b,hip pop,0.612,0.687,0,-7.093,1,0.182,0.279,0.0,0.209,0.305,99.939,222101
61,r&b,hip pop,0.741,0.744,7,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.987,174616
52,edm,progressive electro house,0.471,0.891,2,-3.047,1,0.0632,0.0264,2.97e-06,0.149,0.309,174.012,190388
43,edm,progressive electro house,0.569,0.924,7,-3.433,0,0.074,0.00698,0.000464,0.426,0.0455,127.906,169680
50,r&b,hip pop,0.622,0.56,7,-5.256,1,0.0562,0.159,0.0,0.139,0.334,126.031,226993
